output_filename,s1_path,s2_path
22ga0111_2.1333_050a0507_-2.1333.wav,wsj0/si_dt_05/22g/22ga0111.wav,wsj0/si_dt_05/050/050a0507.wav
422a010x_2.3571_421c0203_-2.3571.wav,wsj0/si_dt_05/422/422a010x.wav,wsj0/si_dt_05/421/421c0203.wav
440c0204_0.32859_053c010d_-0.32859.wav,wsj0/si_et_05/440/440c0204.wav,wsj0/si_dt_05/053/053c010d.wav
442c0210_1.5014_444o030n_-1.5014.wav,wsj0/si_et_05/442/442c0210.wav,wsj0/si_et_05/444/444o030n.wav
051a0507_0.12155_423c0207_-0.12155.wav,wsj0/si_dt_05/051/051a0507.wav,wsj0/si_dt_05/423/423c0207.wav
421c020a_2.0997_443c020p_-2.0997.wav,wsj0/si_dt_05/421/421c020a.wav,wsj0/si_et_05/443/443c020p.wav
052a050j_0.086419_423a0106_-0.086419.wav,wsj0/si_dt_05/052/052a050j.wav,wsj0/si_dt_05/423/423a0106.wav
445o0304_0.21589_440c020q_-0.21589.wav,wsj0/si_et_05/445/445o0304.wav,wsj0/si_et_05/440/440c020q.wav
423c0203_1.4978_441c020v_-1.4978.wav,wsj0/si_dt_05/423/423c0203.wav,wsj0/si_et_05/441/441c020v.wav
445o030y_1.5004_421o0307_-1.5004.wav,wsj0/si_et_05/445/445o030y.wav,wsj0/si_dt_05/421/421o0307.wav
420a010x_1.3856_052a050g_-1.3856.wav,wsj0/si_dt_05/420/420a010x.wav,wsj0/si_dt_05/052/052a050g.wav
053o020x_2.1625_441c0203_-2.1625.wav,wsj0/si_dt_05/053/053o020x.wav,wsj0/si_et_05/441/441c0203.wav
22hc010x_1.9781_422c0205_-1.9781.wav,wsj0/si_dt_05/22h/22hc010x.wav,wsj0/si_dt_05/422/422c0205.wav
441c0211_2.1911_442c020k_-2.1911.wav,wsj0/si_et_05/441/441c0211.wav,wsj0/si_et_05/442/442c020k.wav
421o0308_2.2663_444o030n_-2.2663.wav,wsj0/si_dt_05/421/421o0308.wav,wsj0/si_et_05/444/444o030n.wav
050c0105_0.94642_444c020p_-0.94642.wav,wsj0/si_dt_05/050/050c0105.wav,wsj0/si_et_05/444/444c020p.wav
421c0210_2.0898_442c0202_-2.0898.wav,wsj0/si_dt_05/421/421c0210.wav,wsj0/si_et_05/442/442c0202.wav
443o030q_2.0124_052o020l_-2.0124.wav,wsj0/si_et_05/443/443o030q.wav,wsj0/si_dt_05/052/052o020l.wav
423o0308_1.9242_447o030j_-1.9242.wav,wsj0/si_dt_05/423/423o0308.wav,wsj0/si_et_05/447/447o030j.wav
446o030e_1.6619_442c020s_-1.6619.wav,wsj0/si_et_05/446/446o030e.wav,wsj0/si_et_05/442/442c020s.wav
051a050r_2.3742_423a010v_-2.3742.wav,wsj0/si_dt_05/051/051a050r.wav,wsj0/si_dt_05/423/423a010v.wav
420a010d_1.4116_422a010k_-1.4116.wav,wsj0/si_dt_05/420/420a010d.wav,wsj0/si_dt_05/422/422a010k.wav
421c020x_1.552_445o0304_-1.552.wav,wsj0/si_dt_05/421/421c020x.wav,wsj0/si_et_05/445/445o0304.wav
447o030n_2.2874_423o030h_-2.2874.wav,wsj0/si_et_05/447/447o030n.wav,wsj0/si_dt_05/423/423o030h.wav
444c020c_0.95182_050c010x_-0.95182.wav,wsj0/si_et_05/444/444c020c.wav,wsj0/si_dt_05/050/050c010x.wav
22ga010l_1.2345_444c020e_-1.2345.wav,wsj0/si_dt_05/22g/22ga010l.wav,wsj0/si_et_05/444/444c020e.wav
422o030q_2.4777_051a050n_-2.4777.wav,wsj0/si_dt_05/422/422o030q.wav,wsj0/si_dt_05/051/051a050n.wav
421o030l_2.3467_050c0102_-2.3467.wav,wsj0/si_dt_05/421/421o030l.wav,wsj0/si_dt_05/050/050c0102.wav
442c0203_1.1901_052a050h_-1.1901.wav,wsj0/si_et_05/442/442c0203.wav,wsj0/si_dt_05/052/052a050h.wav
053c010j_2.0279_22ga010p_-2.0279.wav,wsj0/si_dt_05/053/053c010j.wav,wsj0/si_dt_05/22g/22ga010p.wav
444o030o_0.67898_421c020s_-0.67898.wav,wsj0/si_et_05/444/444o030o.wav,wsj0/si_dt_05/421/421c020s.wav
444c0201_1.4178_051c010k_-1.4178.wav,wsj0/si_et_05/444/444c0201.wav,wsj0/si_dt_05/051/051c010k.wav
447o030k_0.23143_443c020g_-0.23143.wav,wsj0/si_et_05/447/447o030k.wav,wsj0/si_et_05/443/443c020g.wav
443o030u_0.27575_440o030n_-0.27575.wav,wsj0/si_et_05/443/443o030u.wav,wsj0/si_et_05/440/440o030n.wav
447c020n_1.281_22go0107_-1.281.wav,wsj0/si_et_05/447/447c020n.wav,wsj0/si_dt_05/22g/22go0107.wav
423c020v_2.032_444o030h_-2.032.wav,wsj0/si_dt_05/423/423c020v.wav,wsj0/si_et_05/444/444o030h.wav
421a010r_2.2627_050o020i_-2.2627.wav,wsj0/si_dt_05/421/421a010r.wav,wsj0/si_dt_05/050/050o020i.wav
051a0502_1.5222_050a050s_-1.5222.wav,wsj0/si_dt_05/051/051a0502.wav,wsj0/si_dt_05/050/050a050s.wav
446o030k_0.43189_420c0201_-0.43189.wav,wsj0/si_et_05/446/446o030k.wav,wsj0/si_dt_05/420/420c0201.wav
22ga010v_0.56642_422c020f_-0.56642.wav,wsj0/si_dt_05/22g/22ga010v.wav,wsj0/si_dt_05/422/422c020f.wav
443c020p_1.1115_053a050g_-1.1115.wav,wsj0/si_et_05/443/443c020p.wav,wsj0/si_dt_05/053/053a050g.wav
22ga010l_1.5416_051o020j_-1.5416.wav,wsj0/si_dt_05/22g/22ga010l.wav,wsj0/si_dt_05/051/051o020j.wav
22ga010w_1.9211_420a010j_-1.9211.wav,wsj0/si_dt_05/22g/22ga010w.wav,wsj0/si_dt_05/420/420a010j.wav
420o030g_0.34707_445o0310_-0.34707.wav,wsj0/si_dt_05/420/420o030g.wav,wsj0/si_et_05/445/445o0310.wav
050a0513_2.0807_446o0310_-2.0807.wav,wsj0/si_dt_05/050/050a0513.wav,wsj0/si_et_05/446/446o0310.wav
441o030k_0.4092_444o030s_-0.4092.wav,wsj0/si_et_05/441/441o030k.wav,wsj0/si_et_05/444/444o030s.wav
447c0207_0.10378_051c0105_-0.10378.wav,wsj0/si_et_05/447/447c0207.wav,wsj0/si_dt_05/051/051c0105.wav
051a050d_0.21642_421c020v_-0.21642.wav,wsj0/si_dt_05/051/051a050d.wav,wsj0/si_dt_05/421/421c020v.wav
443c0208_0.43154_420c0208_-0.43154.wav,wsj0/si_et_05/443/443c0208.wav,wsj0/si_dt_05/420/420c0208.wav
051c0104_2.4531_052c010e_-2.4531.wav,wsj0/si_dt_05/051/051c0104.wav,wsj0/si_dt_05/052/052c010e.wav
441c0201_1.0706_447o030x_-1.0706.wav,wsj0/si_et_05/441/441c0201.wav,wsj0/si_et_05/447/447o030x.wav
444c0205_1.5154_422c020b_-1.5154.wav,wsj0/si_et_05/444/444c0205.wav,wsj0/si_dt_05/422/422c020b.wav
420o030a_0.36105_445o030c_-0.36105.wav,wsj0/si_dt_05/420/420o030a.wav,wsj0/si_et_05/445/445o030c.wav
440o030i_1.8356_22ga010u_-1.8356.wav,wsj0/si_et_05/440/440o030i.wav,wsj0/si_dt_05/22g/22ga010u.wav
422c020t_0.23212_444o030u_-0.23212.wav,wsj0/si_dt_05/422/422c020t.wav,wsj0/si_et_05/444/444o030u.wav
442o0310_0.49097_446o031a_-0.49097.wav,wsj0/si_et_05/442/442o0310.wav,wsj0/si_et_05/446/446o031a.wav
22hc010a_0.88989_446c020c_-0.88989.wav,wsj0/si_dt_05/22h/22hc010a.wav,wsj0/si_et_05/446/446c020c.wav
052a050q_2.2908_446o0310_-2.2908.wav,wsj0/si_dt_05/052/052a050q.wav,wsj0/si_et_05/446/446o0310.wav
422a010s_0.058964_052c010e_-0.058964.wav,wsj0/si_dt_05/422/422a010s.wav,wsj0/si_dt_05/052/052c010e.wav
050a0502_1.463_420a010o_-1.463.wav,wsj0/si_dt_05/050/050a0502.wav,wsj0/si_dt_05/420/420a010o.wav
051c0109_2.0321_444c020x_-2.0321.wav,wsj0/si_dt_05/051/051c0109.wav,wsj0/si_et_05/444/444c020x.wav
423o0304_1.2093_420o030k_-1.2093.wav,wsj0/si_dt_05/423/423o0304.wav,wsj0/si_dt_05/420/420o030k.wav
445o030e_1.0954_053a0501_-1.0954.wav,wsj0/si_et_05/445/445o030e.wav,wsj0/si_dt_05/053/053a0501.wav
442o0307_0.25506_050a050e_-0.25506.wav,wsj0/si_et_05/442/442o0307.wav,wsj0/si_dt_05/050/050a050e.wav
441o0309_0.26895_446c020t_-0.26895.wav,wsj0/si_et_05/441/441o0309.wav,wsj0/si_et_05/446/446c020t.wav
051o0208_0.58475_22hc010t_-0.58475.wav,wsj0/si_dt_05/051/051o0208.wav,wsj0/si_dt_05/22h/22hc010t.wav
442o030g_1.2809_050a0504_-1.2809.wav,wsj0/si_et_05/442/442o030g.wav,wsj0/si_dt_05/050/050a0504.wav
444c020h_0.9633_423c020f_-0.9633.wav,wsj0/si_et_05/444/444c020h.wav,wsj0/si_dt_05/423/423c020f.wav
052c0112_1.3935_22ha0102_-1.3935.wav,wsj0/si_dt_05/052/052c0112.wav,wsj0/si_dt_05/22h/22ha0102.wav
421a010f_0.28101_22ha0103_-0.28101.wav,wsj0/si_dt_05/421/421a010f.wav,wsj0/si_dt_05/22h/22ha0103.wav
22ho010n_0.98109_447c020g_-0.98109.wav,wsj0/si_dt_05/22h/22ho010n.wav,wsj0/si_et_05/447/447c020g.wav
22go010s_1.0984_446o0302_-1.0984.wav,wsj0/si_dt_05/22g/22go010s.wav,wsj0/si_et_05/446/446o0302.wav
420o030t_1.2352_053o020y_-1.2352.wav,wsj0/si_dt_05/420/420o030t.wav,wsj0/si_dt_05/053/053o020y.wav
442c020u_0.62277_22hc010a_-0.62277.wav,wsj0/si_et_05/442/442c020u.wav,wsj0/si_dt_05/22h/22hc010a.wav
22hc0109_1.9352_052c0108_-1.9352.wav,wsj0/si_dt_05/22h/22hc0109.wav,wsj0/si_dt_05/052/052c0108.wav
441c0211_0.47832_053c0105_-0.47832.wav,wsj0/si_et_05/441/441c0211.wav,wsj0/si_dt_05/053/053c0105.wav
445c0214_1.5649_423a0113_-1.5649.wav,wsj0/si_et_05/445/445c0214.wav,wsj0/si_dt_05/423/423a0113.wav
446o030e_0.35357_421o030z_-0.35357.wav,wsj0/si_et_05/446/446o030e.wav,wsj0/si_dt_05/421/421o030z.wav
423c0204_0.44006_051o0211_-0.44006.wav,wsj0/si_dt_05/423/423c0204.wav,wsj0/si_dt_05/051/051o0211.wav
22go0110_0.95557_443o0314_-0.95557.wav,wsj0/si_dt_05/22g/22go0110.wav,wsj0/si_et_05/443/443o0314.wav
440o030k_1.3697_443o030u_-1.3697.wav,wsj0/si_et_05/440/440o030k.wav,wsj0/si_et_05/443/443o030u.wav
050a050x_1.0327_444o030o_-1.0327.wav,wsj0/si_dt_05/050/050a050x.wav,wsj0/si_et_05/444/444o030o.wav
443c0204_0.15155_050a0511_-0.15155.wav,wsj0/si_et_05/443/443c0204.wav,wsj0/si_dt_05/050/050a0511.wav
445o030v_2.1753_421c0210_-2.1753.wav,wsj0/si_et_05/445/445o030v.wav,wsj0/si_dt_05/421/421c0210.wav
420a0109_0.52312_444c0215_-0.52312.wav,wsj0/si_dt_05/420/420a0109.wav,wsj0/si_et_05/444/444c0215.wav
444c020i_1.2349_423a010k_-1.2349.wav,wsj0/si_et_05/444/444c020i.wav,wsj0/si_dt_05/423/423a010k.wav
052c0106_1.864_447o0307_-1.864.wav,wsj0/si_dt_05/052/052c0106.wav,wsj0/si_et_05/447/447o0307.wav
444o030b_0.34117_447c020a_-0.34117.wav,wsj0/si_et_05/444/444o030b.wav,wsj0/si_et_05/447/447c020a.wav
445o030h_1.4594_446c020f_-1.4594.wav,wsj0/si_et_05/445/445o030h.wav,wsj0/si_et_05/446/446c020f.wav
420c020p_2.0378_441c020r_-2.0378.wav,wsj0/si_dt_05/420/420c020p.wav,wsj0/si_et_05/441/441c020r.wav
445c0211_1.0756_050c0107_-1.0756.wav,wsj0/si_et_05/445/445c0211.wav,wsj0/si_dt_05/050/050c0107.wav
446o030k_0.24698_051c0112_-0.24698.wav,wsj0/si_et_05/446/446o030k.wav,wsj0/si_dt_05/051/051c0112.wav
422a0106_1.1377_423o030l_-1.1377.wav,wsj0/si_dt_05/422/422a0106.wav,wsj0/si_dt_05/423/423o030l.wav
441c0201_1.3462_050c010w_-1.3462.wav,wsj0/si_et_05/441/441c0201.wav,wsj0/si_dt_05/050/050c010w.wav
421o0307_2.1494_050c010c_-2.1494.wav,wsj0/si_dt_05/421/421o0307.wav,wsj0/si_dt_05/050/050c010c.wav
053c0108_0.021727_050o020m_-0.021727.wav,wsj0/si_dt_05/053/053c0108.wav,wsj0/si_dt_05/050/050o020m.wav
444c0205_0.22427_22go010r_-0.22427.wav,wsj0/si_et_05/444/444c0205.wav,wsj0/si_dt_05/22g/22go010r.wav
050o020e_1.5522_443c0204_-1.5522.wav,wsj0/si_dt_05/050/050o020e.wav,wsj0/si_et_05/443/443c0204.wav
052o020c_1.4136_422c020g_-1.4136.wav,wsj0/si_dt_05/052/052o020c.wav,wsj0/si_dt_05/422/422c020g.wav
441o030j_0.13184_422c020l_-0.13184.wav,wsj0/si_et_05/441/441o030j.wav,wsj0/si_dt_05/422/422c020l.wav
420c0202_1.7761_423o030k_-1.7761.wav,wsj0/si_dt_05/420/420c0202.wav,wsj0/si_dt_05/423/423o030k.wav
22go010o_0.88923_447c020p_-0.88923.wav,wsj0/si_dt_05/22g/22go010o.wav,wsj0/si_et_05/447/447c020p.wav
421a0114_0.70544_053a0506_-0.70544.wav,wsj0/si_dt_05/421/421a0114.wav,wsj0/si_dt_05/053/053a0506.wav
22ho0109_2.3494_423o030r_-2.3494.wav,wsj0/si_dt_05/22h/22ho0109.wav,wsj0/si_dt_05/423/423o030r.wav
421c020q_0.38291_441o0303_-0.38291.wav,wsj0/si_dt_05/421/421c020q.wav,wsj0/si_et_05/441/441o0303.wav
22ga010q_1.9519_444c0209_-1.9519.wav,wsj0/si_dt_05/22g/22ga010q.wav,wsj0/si_et_05/444/444c0209.wav
051c010g_0.39061_052o020u_-0.39061.wav,wsj0/si_dt_05/051/051c010g.wav,wsj0/si_dt_05/052/052o020u.wav
051a050b_1.6419_053o0212_-1.6419.wav,wsj0/si_dt_05/051/051a050b.wav,wsj0/si_dt_05/053/053o0212.wav
22go010q_1.3606_447c0217_-1.3606.wav,wsj0/si_dt_05/22g/22go010q.wav,wsj0/si_et_05/447/447c0217.wav
442c020c_2.1717_052o020p_-2.1717.wav,wsj0/si_et_05/442/442c020c.wav,wsj0/si_dt_05/052/052o020p.wav
440o0309_1.3717_444c0212_-1.3717.wav,wsj0/si_et_05/440/440o0309.wav,wsj0/si_et_05/444/444c0212.wav
444c020p_0.5106_053o020j_-0.5106.wav,wsj0/si_et_05/444/444c020p.wav,wsj0/si_dt_05/053/053o020j.wav
051a050b_0.52192_053c0106_-0.52192.wav,wsj0/si_dt_05/051/051a050b.wav,wsj0/si_dt_05/053/053c0106.wav
443c020b_0.91101_050o0208_-0.91101.wav,wsj0/si_et_05/443/443c020b.wav,wsj0/si_dt_05/050/050o0208.wav
22ga010h_0.76899_442o030e_-0.76899.wav,wsj0/si_dt_05/22g/22ga010h.wav,wsj0/si_et_05/442/442o030e.wav
22go0113_2.151_422a0102_-2.151.wav,wsj0/si_dt_05/22g/22go0113.wav,wsj0/si_dt_05/422/422a0102.wav
22ha010z_1.6166_420c020z_-1.6166.wav,wsj0/si_dt_05/22h/22ha010z.wav,wsj0/si_dt_05/420/420c020z.wav
051c010c_1.2632_444o030p_-1.2632.wav,wsj0/si_dt_05/051/051c010c.wav,wsj0/si_et_05/444/444o030p.wav
441o030a_2.4581_445c0205_-2.4581.wav,wsj0/si_et_05/441/441o030a.wav,wsj0/si_et_05/445/445c0205.wav
441o030r_2.0691_443c020c_-2.0691.wav,wsj0/si_et_05/441/441o030r.wav,wsj0/si_et_05/443/443c020c.wav
446o030k_0.56158_442o0311_-0.56158.wav,wsj0/si_et_05/446/446o030k.wav,wsj0/si_et_05/442/442o0311.wav
422o030y_0.56286_446o030p_-0.56286.wav,wsj0/si_dt_05/422/422o030y.wav,wsj0/si_et_05/446/446o030p.wav
441o0303_0.43132_445c020r_-0.43132.wav,wsj0/si_et_05/441/441o0303.wav,wsj0/si_et_05/445/445c020r.wav
444o0306_0.62364_22ga0105_-0.62364.wav,wsj0/si_et_05/444/444o0306.wav,wsj0/si_dt_05/22g/22ga0105.wav
053o020y_0.98149_440c0208_-0.98149.wav,wsj0/si_dt_05/053/053o020y.wav,wsj0/si_et_05/440/440c0208.wav
422c020i_1.9066_423c0210_-1.9066.wav,wsj0/si_dt_05/422/422c020i.wav,wsj0/si_dt_05/423/423c0210.wav
053a0506_0.84031_447c020d_-0.84031.wav,wsj0/si_dt_05/053/053a0506.wav,wsj0/si_et_05/447/447c020d.wav
423a010m_2.2596_443c020t_-2.2596.wav,wsj0/si_dt_05/423/423a010m.wav,wsj0/si_et_05/443/443c020t.wav
22go010p_0.74674_447c0215_-0.74674.wav,wsj0/si_dt_05/22g/22go010p.wav,wsj0/si_et_05/447/447c0215.wav
420a010s_0.56448_22ga010f_-0.56448.wav,wsj0/si_dt_05/420/420a010s.wav,wsj0/si_dt_05/22g/22ga010f.wav
443c020w_1.0586_22go010u_-1.0586.wav,wsj0/si_et_05/443/443c020w.wav,wsj0/si_dt_05/22g/22go010u.wav
445c0205_0.5673_421o030e_-0.5673.wav,wsj0/si_et_05/445/445c0205.wav,wsj0/si_dt_05/421/421o030e.wav
052c010r_2.4235_053o020q_-2.4235.wav,wsj0/si_dt_05/052/052c010r.wav,wsj0/si_dt_05/053/053o020q.wav
051a0508_2.2216_442c0213_-2.2216.wav,wsj0/si_dt_05/051/051a0508.wav,wsj0/si_et_05/442/442c0213.wav
443o030h_2.0968_441c020j_-2.0968.wav,wsj0/si_et_05/443/443o030h.wav,wsj0/si_et_05/441/441c020j.wav
050c0115_0.45717_446o0305_-0.45717.wav,wsj0/si_dt_05/050/050c0115.wav,wsj0/si_et_05/446/446o0305.wav
22ha0101_1.7206_423a010m_-1.7206.wav,wsj0/si_dt_05/22h/22ha0101.wav,wsj0/si_dt_05/423/423a010m.wav
422c020o_0.53856_051o020c_-0.53856.wav,wsj0/si_dt_05/422/422c020o.wav,wsj0/si_dt_05/051/051o020c.wav
421o030p_1.4738_446c020e_-1.4738.wav,wsj0/si_dt_05/421/421o030p.wav,wsj0/si_et_05/446/446c020e.wav
444o030q_0.62744_445o030l_-0.62744.wav,wsj0/si_et_05/444/444o030q.wav,wsj0/si_et_05/445/445o030l.wav
053c0110_1.9665_446o030b_-1.9665.wav,wsj0/si_dt_05/053/053c0110.wav,wsj0/si_et_05/446/446o030b.wav
422c0212_2.1883_447o0306_-2.1883.wav,wsj0/si_dt_05/422/422c0212.wav,wsj0/si_et_05/447/447o0306.wav
447c020m_1.2223_053o020v_-1.2223.wav,wsj0/si_et_05/447/447c020m.wav,wsj0/si_dt_05/053/053o020v.wav
443o0304_2.2866_440o030f_-2.2866.wav,wsj0/si_et_05/443/443o0304.wav,wsj0/si_et_05/440/440o030f.wav
053o020r_2.4269_051c010f_-2.4269.wav,wsj0/si_dt_05/053/053o020r.wav,wsj0/si_dt_05/051/051c010f.wav
050o0213_0.77657_051o0204_-0.77657.wav,wsj0/si_dt_05/050/050o0213.wav,wsj0/si_dt_05/051/051o0204.wav
