output_filename,s1_path,s2_path
024o0315_0.7538_205c010c_-0.7538.wav,wsj0/si_tr_s/024/024o0315.wav,wsj0/si_tr_s/205/205c010c.wav
01dc020m_0.42589_20ic010b_-0.42589.wav,wsj0/si_tr_s/01d/01dc020m.wav,wsj0/si_tr_s/20i/20ic010b.wav
023o030r_2.0113_20ta0109_-2.0113.wav,wsj0/si_tr_s/023/023o030r.wav,wsj0/si_tr_s/20t/20ta0109.wav
20vc010a_1.5047_01mc020p_-1.5047.wav,wsj0/si_tr_s/20v/20vc010a.wav,wsj0/si_tr_s/01m/01mc020p.wav
011c020m_0.036278_20cc0102_-0.036278.wav,wsj0/si_tr_s/011/011c020m.wav,wsj0/si_tr_s/20c/20cc0102.wav
01ka010w_0.20049_028o0301_-0.20049.wav,wsj0/si_tr_s/01k/01ka010w.wav,wsj0/si_tr_s/028/028o0301.wav
02ba0111_0.85504_209a0112_-0.85504.wav,wsj0/si_tr_s/02b/02ba0111.wav,wsj0/si_tr_s/209/209a0112.wav
01lc020g_0.01606_404a010q_-0.01606.wav,wsj0/si_tr_s/01l/01lc020g.wav,wsj0/si_tr_s/404/404a010q.wav
404o030w_1.8055_017o0310_-1.8055.wav,wsj0/si_tr_s/404/404o030w.wav,wsj0/si_tr_s/017/017o0310.wav
02ca010u_1.9186_20pc010n_-1.9186.wav,wsj0/si_tr_s/02c/02ca010u.wav,wsj0/si_tr_s/20p/20pc010n.wav
014o030m_2.2162_020c020f_-2.2162.wav,wsj0/si_tr_s/014/014o030m.wav,wsj0/si_tr_s/020/020c020f.wav
20ia010x_0.69599_20mc0101_-0.69599.wav,wsj0/si_tr_s/20i/20ia010x.wav,wsj0/si_tr_s/20m/20mc0101.wav
409c0203_2.311_023c021c_-2.311.wav,wsj0/si_tr_s/409/409c0203.wav,wsj0/si_tr_s/023/023c021c.wav
405c0210_1.8636_01do030n_-1.8636.wav,wsj0/si_tr_s/405/405c0210.wav,wsj0/si_tr_s/01d/01do030n.wav
40na0105_1.8865_40mo030q_-1.8865.wav,wsj0/si_tr_s/40n/40na0105.wav,wsj0/si_tr_s/40m/40mo030q.wav
01pc020n_1.57_205o010p_-1.57.wav,wsj0/si_tr_s/01p/01pc020n.wav,wsj0/si_tr_s/205/205o010p.wav
406c020b_2.3652_01io030j_-2.3652.wav,wsj0/si_tr_s/406/406c020b.wav,wsj0/si_tr_s/01i/01io030j.wav
01zo0316_2.2096_20kc010f_-2.2096.wav,wsj0/si_tr_s/01z/01zo0316.wav,wsj0/si_tr_s/20k/20kc010f.wav
40bo0315_1.5304_205a010q_-1.5304.wav,wsj0/si_tr_s/40b/40bo0315.wav,wsj0/si_tr_s/205/205a010q.wav
015c020c_1.6883_20ro0104_-1.6883.wav,wsj0/si_tr_s/015/015c020c.wav,wsj0/si_tr_s/20r/20ro0104.wav
01gc020h_0.16659_408o030w_-0.16659.wav,wsj0/si_tr_s/01g/01gc020h.wav,wsj0/si_tr_s/408/408o030w.wav
40nc0213_1.2076_40hc020u_-1.2076.wav,wsj0/si_tr_s/40n/40nc0213.wav,wsj0/si_tr_s/40h/40hc020u.wav
20uo010n_1.1236_01va010d_-1.1236.wav,wsj0/si_tr_s/20u/20uo010n.wav,wsj0/si_tr_s/01v/01va010d.wav
209c010b_0.81324_205a010l_-0.81324.wav,wsj0/si_tr_s/209/209c010b.wav,wsj0/si_tr_s/205/205a010l.wav
20sc0107_1.2114_01pc020h_-1.2114.wav,wsj0/si_tr_s/20s/20sc0107.wav,wsj0/si_tr_s/01p/01pc020h.wav
019a010e_2.1817_20fa010i_-2.1817.wav,wsj0/si_tr_s/019/019a010e.wav,wsj0/si_tr_s/20f/20fa010i.wav
40eo030m_1.0915_02ac0212_-1.0915.wav,wsj0/si_tr_s/40e/40eo030m.wav,wsj0/si_tr_s/02a/02ac0212.wav
20ga010u_0.8665_01zo030a_-0.8665.wav,wsj0/si_tr_s/20g/20ga010u.wav,wsj0/si_tr_s/01z/01zo030a.wav
40lc020e_0.46536_405o031f_-0.46536.wav,wsj0/si_tr_s/40l/40lc020e.wav,wsj0/si_tr_s/405/405o031f.wav
02do030g_2.0736_01vc020g_-2.0736.wav,wsj0/si_tr_s/02d/02do030g.wav,wsj0/si_tr_s/01v/01vc020g.wav
20cc0108_2.0512_01go031b_-2.0512.wav,wsj0/si_tr_s/20c/20cc0108.wav,wsj0/si_tr_s/01g/01go031b.wav
019c021g_0.12396_01go0312_-0.12396.wav,wsj0/si_tr_s/019/019c021g.wav,wsj0/si_tr_s/01g/01go0312.wav
40ko0301_1.9885_01bc020m_-1.9885.wav,wsj0/si_tr_s/40k/40ko0301.wav,wsj0/si_tr_s/01b/01bc020m.wav
40ja010p_0.81501_024a010w_-0.81501.wav,wsj0/si_tr_s/40j/40ja010p.wav,wsj0/si_tr_s/024/024a010w.wav
20ca010n_1.9915_40lo031b_-1.9915.wav,wsj0/si_tr_s/20c/20ca010n.wav,wsj0/si_tr_s/40l/40lo031b.wav
20aa010y_1.9309_20ra0102_-1.9309.wav,wsj0/si_tr_s/20a/20aa010y.wav,wsj0/si_tr_s/20r/20ra0102.wav
01da010v_0.35959_026a010v_-0.35959.wav,wsj0/si_tr_s/01d/01da010v.wav,wsj0/si_tr_s/026/026a010v.wav
40ba010w_2.2789_023c021d_-2.2789.wav,wsj0/si_tr_s/40b/40ba010w.wav,wsj0/si_tr_s/023/023c021d.wav
20hc010p_1.0421_40hc020r_-1.0421.wav,wsj0/si_tr_s/20h/20hc010p.wav,wsj0/si_tr_s/40h/40hc020r.wav
20ua010n_0.43661_020c0212_-0.43661.wav,wsj0/si_tr_s/20u/20ua010n.wav,wsj0/si_tr_s/020/020c0212.wav
02ao0315_0.54557_40ma010x_-0.54557.wav,wsj0/si_tr_s/02a/02ao0315.wav,wsj0/si_tr_s/40m/40ma010x.wav
40jc0211_1.1834_40oo030h_-1.1834.wav,wsj0/si_tr_s/40j/40jc0211.wav,wsj0/si_tr_s/40o/40oo030h.wav
018c020h_1.5561_40na010t_-1.5561.wav,wsj0/si_tr_s/018/018c020h.wav,wsj0/si_tr_s/40n/40na010t.wav
014a0109_2.1518_021c021f_-2.1518.wav,wsj0/si_tr_s/014/014a0109.wav,wsj0/si_tr_s/021/021c021f.wav
405c0207_1.899_01io030a_-1.899.wav,wsj0/si_tr_s/405/405c0207.wav,wsj0/si_tr_s/01i/01io030a.wav
01vo0319_0.58322_01uo030x_-0.58322.wav,wsj0/si_tr_s/01v/01vo0319.wav,wsj0/si_tr_s/01u/01uo030x.wav
023c0207_1.9739_01fc020v_-1.9739.wav,wsj0/si_tr_s/023/023c0207.wav,wsj0/si_tr_s/01f/01fc020v.wav
01ko0306_0.77372_026a0103_-0.77372.wav,wsj0/si_tr_s/01k/01ko0306.wav,wsj0/si_tr_s/026/026a0103.wav
020o030v_0.17709_40do031d_-0.17709.wav,wsj0/si_tr_s/020/020o030v.wav,wsj0/si_tr_s/40d/40do031d.wav
01xc0217_0.11323_20oo010r_-0.11323.wav,wsj0/si_tr_s/01x/01xc0217.wav,wsj0/si_tr_s/20o/20oo010r.wav
20kc010c_0.55035_40mo030k_-0.55035.wav,wsj0/si_tr_s/20k/20kc010c.wav,wsj0/si_tr_s/40m/40mo030k.wav
020o030x_0.22644_409o030h_-0.22644.wav,wsj0/si_tr_s/020/020o030x.wav,wsj0/si_tr_s/409/409o030h.wav
01gc0204_0.72029_01ba010e_-0.72029.wav,wsj0/si_tr_s/01g/01gc0204.wav,wsj0/si_tr_s/01b/01ba010e.wav
40ba010k_1.1953_01dc020b_-1.1953.wav,wsj0/si_tr_s/40b/40ba010k.wav,wsj0/si_tr_s/01d/01dc020b.wav
40lo030f_1.7517_20ko0105_-1.7517.wav,wsj0/si_tr_s/40l/40lo030f.wav,wsj0/si_tr_s/20k/20ko0105.wav
206o0109_1.5845_020o030u_-1.5845.wav,wsj0/si_tr_s/206/206o0109.wav,wsj0/si_tr_s/020/020o030u.wav
013o0304_0.67146_20bo010r_-0.67146.wav,wsj0/si_tr_s/013/013o0304.wav,wsj0/si_tr_s/20b/20bo010r.wav
01mc020u_0.23258_40jc020l_-0.23258.wav,wsj0/si_tr_s/01m/01mc020u.wav,wsj0/si_tr_s/40j/40jc020l.wav
20uo010r_1.7957_02cc020q_-1.7957.wav,wsj0/si_tr_s/20u/20uo010r.wav,wsj0/si_tr_s/02c/02cc020q.wav
20ao010h_1.4187_20ic0106_-1.4187.wav,wsj0/si_tr_s/20a/20ao010h.wav,wsj0/si_tr_s/20i/20ic0106.wav
40ka0105_0.59774_40jo031f_-0.59774.wav,wsj0/si_tr_s/40k/40ka0105.wav,wsj0/si_tr_s/40j/40jo031f.wav
021c020n_1.3368_01do0306_-1.3368.wav,wsj0/si_tr_s/021/021c020n.wav,wsj0/si_tr_s/01d/01do0306.wav
40oo030h_0.26031_209a010r_-0.26031.wav,wsj0/si_tr_s/40o/40oo030h.wav,wsj0/si_tr_s/209/209a010r.wav
017c021g_2.0896_40ia0110_-2.0896.wav,wsj0/si_tr_s/017/017c021g.wav,wsj0/si_tr_s/40i/40ia0110.wav
017c020t_2.2646_206a010i_-2.2646.wav,wsj0/si_tr_s/017/017c020t.wav,wsj0/si_tr_s/206/206a010i.wav
40oc0205_1.2124_20oo010h_-1.2124.wav,wsj0/si_tr_s/40o/40oc0205.wav,wsj0/si_tr_s/20o/20oo010h.wav
01ta010i_2.2191_407o0314_-2.2191.wav,wsj0/si_tr_s/01t/01ta010i.wav,wsj0/si_tr_s/407/407o0314.wav
20sc010a_0.16195_01gc0216_-0.16195.wav,wsj0/si_tr_s/20s/20sc010a.wav,wsj0/si_tr_s/01g/01gc0216.wav
019a010s_1.9942_01bo030k_-1.9942.wav,wsj0/si_tr_s/019/019a010s.wav,wsj0/si_tr_s/01b/01bo030k.wav
208c010a_1.2416_20bo0106_-1.2416.wav,wsj0/si_tr_s/208/208c010a.wav,wsj0/si_tr_s/20b/20bo0106.wav
01vc020z_1.0919_029c020w_-1.0919.wav,wsj0/si_tr_s/01v/01vc020z.wav,wsj0/si_tr_s/029/029c020w.wav
016o030s_1.3998_40ho030u_-1.3998.wav,wsj0/si_tr_s/016/016o030s.wav,wsj0/si_tr_s/40h/40ho030u.wav
02ba010q_0.063194_40kc020f_-0.063194.wav,wsj0/si_tr_s/02b/02ba010q.wav,wsj0/si_tr_s/40k/40kc020f.wav
40pc020p_1.5315_01na0114_-1.5315.wav,wsj0/si_tr_s/40p/40pc020p.wav,wsj0/si_tr_s/01n/01na0114.wav
20va010f_0.086183_02ca0113_-0.086183.wav,wsj0/si_tr_s/20v/20va010f.wav,wsj0/si_tr_s/02c/02ca0113.wav
407o0314_2.3027_404c020b_-2.3027.wav,wsj0/si_tr_s/407/407o0314.wav,wsj0/si_tr_s/404/404c020b.wav
20ia0102_1.8662_40ea010l_-1.8662.wav,wsj0/si_tr_s/20i/20ia0102.wav,wsj0/si_tr_s/40e/40ea010l.wav
01fo0301_1.7503_20ma0104_-1.7503.wav,wsj0/si_tr_s/01f/01fo0301.wav,wsj0/si_tr_s/20m/20ma0104.wav
01ma0101_2.0767_20ha0109_-2.0767.wav,wsj0/si_tr_s/01m/01ma0101.wav,wsj0/si_tr_s/20h/20ha0109.wav
029c021f_2.3951_40oo0311_-2.3951.wav,wsj0/si_tr_s/029/029c021f.wav,wsj0/si_tr_s/40o/40oo0311.wav
40mc020f_1.7798_02ac020h_-1.7798.wav,wsj0/si_tr_s/40m/40mc020f.wav,wsj0/si_tr_s/02a/02ac020h.wav
014c0208_1.0445_20ba010m_-1.0445.wav,wsj0/si_tr_s/014/014c0208.wav,wsj0/si_tr_s/20b/20ba010m.wav
011c0212_0.7385_40oo0312_-0.7385.wav,wsj0/si_tr_s/011/011c0212.wav,wsj0/si_tr_s/40o/40oo0312.wav
40do030v_1.6276_40la010k_-1.6276.wav,wsj0/si_tr_s/40d/40do030v.wav,wsj0/si_tr_s/40l/40la010k.wav
024o030f_1.1807_40ac0207_-1.1807.wav,wsj0/si_tr_s/024/024o030f.wav,wsj0/si_tr_s/40a/40ac0207.wav
027o030j_0.41143_01mc021e_-0.41143.wav,wsj0/si_tr_s/027/027o030j.wav,wsj0/si_tr_s/01m/01mc021e.wav
40no0315_1.0444_204o010q_-1.0444.wav,wsj0/si_tr_s/40n/40no0315.wav,wsj0/si_tr_s/204/204o010q.wav
01eo030k_0.34771_40lo0310_-0.34771.wav,wsj0/si_tr_s/01e/01eo030k.wav,wsj0/si_tr_s/40l/40lo0310.wav
01ro030b_0.66219_02ao0307_-0.66219.wav,wsj0/si_tr_s/01r/01ro030b.wav,wsj0/si_tr_s/02a/02ao0307.wav
20fo010i_0.034213_20lc0109_-0.034213.wav,wsj0/si_tr_s/20f/20fo010i.wav,wsj0/si_tr_s/20l/20lc0109.wav
012o030h_0.69395_20lc0107_-0.69395.wav,wsj0/si_tr_s/012/012o030h.wav,wsj0/si_tr_s/20l/20lc0107.wav
40lc020a_2.4583_40kc020n_-2.4583.wav,wsj0/si_tr_s/40l/40lc020a.wav,wsj0/si_tr_s/40k/40kc020n.wav
021o0308_0.73355_01na010c_-0.73355.wav,wsj0/si_tr_s/021/021o0308.wav,wsj0/si_tr_s/01n/01na010c.wav
20to0102_1.06_20pa010j_-1.06.wav,wsj0/si_tr_s/20t/20to0102.wav,wsj0/si_tr_s/20p/20pa010j.wav
204o010h_1.4296_40ea0107_-1.4296.wav,wsj0/si_tr_s/204/204o010h.wav,wsj0/si_tr_s/40e/40ea0107.wav
02ca010k_1.0119_207c010m_-1.0119.wav,wsj0/si_tr_s/02c/02ca010k.wav,wsj0/si_tr_s/207/207c010m.wav
401a010g_1.7602_20ro010p_-1.7602.wav,wsj0/si_tr_s/401/401a010g.wav,wsj0/si_tr_s/20r/20ro010p.wav
20co010m_0.35047_20kc0105_-0.35047.wav,wsj0/si_tr_s/20c/20co010m.wav,wsj0/si_tr_s/20k/20kc0105.wav
018c020j_1.8243_01wo0319_-1.8243.wav,wsj0/si_tr_s/018/018c020j.wav,wsj0/si_tr_s/01w/01wo0319.wav
40lo031f_0.68586_403a0111_-0.68586.wav,wsj0/si_tr_s/40l/40lo031f.wav,wsj0/si_tr_s/403/403a0111.wav
01so030z_0.6047_20oa010y_-0.6047.wav,wsj0/si_tr_s/01s/01so030z.wav,wsj0/si_tr_s/20o/20oa010y.wav
20ea010d_1.9065_40dc020z_-1.9065.wav,wsj0/si_tr_s/20e/20ea010d.wav,wsj0/si_tr_s/40d/40dc020z.wav
025o0304_0.38119_20ic0106_-0.38119.wav,wsj0/si_tr_s/025/025o0304.wav,wsj0/si_tr_s/20i/20ic0106.wav
021a0105_2.1798_01ca010i_-2.1798.wav,wsj0/si_tr_s/021/021a0105.wav,wsj0/si_tr_s/01c/01ca010i.wav
20mo010q_0.82191_20da010t_-0.82191.wav,wsj0/si_tr_s/20m/20mo010q.wav,wsj0/si_tr_s/20d/20da010t.wav
408o030z_1.8686_01fa010u_-1.8686.wav,wsj0/si_tr_s/408/408o030z.wav,wsj0/si_tr_s/01f/01fa010u.wav
20gc0102_0.21573_01ko0315_-0.21573.wav,wsj0/si_tr_s/20g/20gc0102.wav,wsj0/si_tr_s/01k/01ko0315.wav
20ga010m_0.14161_204o0104_-0.14161.wav,wsj0/si_tr_s/20g/20ga010m.wav,wsj0/si_tr_s/204/204o0104.wav
40ga010q_1.9772_01xa010w_-1.9772.wav,wsj0/si_tr_s/40g/40ga010q.wav,wsj0/si_tr_s/01x/01xa010w.wav
02dc0202_0.065474_012c020z_-0.065474.wav,wsj0/si_tr_s/02d/02dc0202.wav,wsj0/si_tr_s/012/012c020z.wav
20ca0112_0.92581_01fo0314_-0.92581.wav,wsj0/si_tr_s/20c/20ca0112.wav,wsj0/si_tr_s/01f/01fo0314.wav
207o010g_1.1414_016o0309_-1.1414.wav,wsj0/si_tr_s/207/207o010g.wav,wsj0/si_tr_s/016/016o0309.wav
017o0314_1.5849_01bo030k_-1.5849.wav,wsj0/si_tr_s/017/017o0314.wav,wsj0/si_tr_s/01b/01bo030k.wav
20ga010d_1.6583_20la0113_-1.6583.wav,wsj0/si_tr_s/20g/20ga010d.wav,wsj0/si_tr_s/20l/20la0113.wav
40bo030o_2.0693_01tc020a_-2.0693.wav,wsj0/si_tr_s/40b/40bo030o.wav,wsj0/si_tr_s/01t/01tc020a.wav
01xc020n_1.4704_01pa010f_-1.4704.wav,wsj0/si_tr_s/01x/01xc020n.wav,wsj0/si_tr_s/01p/01pa010f.wav
20oc0101_0.70217_012c0207_-0.70217.wav,wsj0/si_tr_s/20o/20oc0101.wav,wsj0/si_tr_s/012/012c0207.wav
019o030n_1.6943_028o030a_-1.6943.wav,wsj0/si_tr_s/019/019o030n.wav,wsj0/si_tr_s/028/028o030a.wav
01bo0312_0.69459_408a010m_-0.69459.wav,wsj0/si_tr_s/01b/01bo0312.wav,wsj0/si_tr_s/408/408a010m.wav
20ka010l_0.16412_405c021e_-0.16412.wav,wsj0/si_tr_s/20k/20ka010l.wav,wsj0/si_tr_s/405/405c021e.wav
40ec020r_1.5601_01yo0302_-1.5601.wav,wsj0/si_tr_s/40e/40ec020r.wav,wsj0/si_tr_s/01y/01yo0302.wav
20oc0102_2.171_024c0212_-2.171.wav,wsj0/si_tr_s/20o/20oc0102.wav,wsj0/si_tr_s/024/024c0212.wav
40hc0214_0.28715_20co0102_-0.28715.wav,wsj0/si_tr_s/40h/40hc0214.wav,wsj0/si_tr_s/20c/20co0102.wav
01xc020o_2.4081_01aa010d_-2.4081.wav,wsj0/si_tr_s/01x/01xc020o.wav,wsj0/si_tr_s/01a/01aa010d.wav
