mixture_ID,mixture_path,source_1_path,source_2_path,length
5022-29405-0036_248-130652-0009,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5022-29405-0036_248-130652-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5022-29405-0036_248-130652-0009.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5022-29405-0036_248-130652-0009.wav,108840
5104-33406-0037_1447-130550-0003,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5104-33406-0037_1447-130550-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5104-33406-0037_1447-130550-0003.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5104-33406-0037_1447-130550-0003.wav,98720
6078-54013-0074_125-121124-0043,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/6078-54013-0074_125-121124-0043.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/6078-54013-0074_125-121124-0043.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/6078-54013-0074_125-121124-0043.wav,91440
5322-7678-0026_2817-142371-0024,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5322-7678-0026_2817-142371-0024.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5322-7678-0026_2817-142371-0024.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5322-7678-0026_2817-142371-0024.wav,116080
322-124147-0004_27-123349-0035,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/322-124147-0004_27-123349-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/322-124147-0004_27-123349-0035.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/322-124147-0004_27-123349-0035.wav,80440
1081-125237-0078_446-123501-0011,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/1081-125237-0078_446-123501-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/1081-125237-0078_446-123501-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/1081-125237-0078_446-123501-0011.wav,64480
887-123289-0008_1363-139304-0030,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/887-123289-0008_1363-139304-0030.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/887-123289-0008_1363-139304-0030.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/887-123289-0008_1363-139304-0030.wav,112160
211-122442-0083_1455-134435-0006,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/211-122442-0083_1455-134435-0006.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/211-122442-0083_1455-134435-0006.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/211-122442-0083_1455-134435-0006.wav,29400
5192-19396-0019_625-132112-0011,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5192-19396-0019_625-132112-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5192-19396-0019_625-132112-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5192-19396-0019_625-132112-0011.wav,115880
5192-19396-0030_8312-279790-0020,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5192-19396-0030_8312-279790-0020.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5192-19396-0030_8312-279790-0020.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5192-19396-0030_8312-279790-0020.wav,93880
5652-19215-0019_2182-181173-0023,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5652-19215-0019_2182-181173-0023.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5652-19215-0019_2182-181173-0023.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5652-19215-0019_2182-181173-0023.wav,30440
2002-139469-0032_1355-39947-0072,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/2002-139469-0032_1355-39947-0072.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/2002-139469-0032_1355-39947-0072.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/2002-139469-0032_1355-39947-0072.wav,93400
332-128985-0000_1088-134315-0032,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/332-128985-0000_1088-134315-0032.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/332-128985-0000_1088-134315-0032.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/332-128985-0000_1088-134315-0032.wav,123040
233-134440-0008_27-124992-0061,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/233-134440-0008_27-124992-0061.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/233-134440-0008_27-124992-0061.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/233-134440-0008_27-124992-0061.wav,72120
374-180298-0002_1455-138263-0026,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/374-180298-0002_1455-138263-0026.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/374-180298-0002_1455-138263-0026.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/374-180298-0002_1455-138263-0026.wav,106360
26-495-0059_3214-167606-0007,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/26-495-0059_3214-167606-0007.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/26-495-0059_3214-167606-0007.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/26-495-0059_3214-167606-0007.wav,98760
426-122819-0013_911-128684-0063,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/426-122819-0013_911-128684-0063.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/426-122819-0013_911-128684-0063.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/426-122819-0013_911-128684-0063.wav,108440
4788-91208-0005_3374-298026-0011,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/4788-91208-0005_3374-298026-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/4788-91208-0005_3374-298026-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/4788-91208-0005_3374-298026-0011.wav,122120
60-121082-0054_2989-138028-0011,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/60-121082-0054_2989-138028-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/60-121082-0054_2989-138028-0011.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/60-121082-0054_2989-138028-0011.wav,92520
8975-270782-0052_1334-135589-0051,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/8975-270782-0052_1334-135589-0051.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/8975-270782-0052_1334-135589-0051.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/8975-270782-0052_1334-135589-0051.wav,26840
5750-100289-0050_460-172359-0097,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5750-100289-0050_460-172359-0097.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5750-100289-0050_460-172359-0097.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5750-100289-0050_460-172359-0097.wav,115920
5703-47212-0041_7635-105661-0028,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/5703-47212-0041_7635-105661-0028.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/5703-47212-0041_7635-105661-0028.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/5703-47212-0041_7635-105661-0028.wav,82920
201-122255-0026_8468-294887-0005,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/mix_clean/201-122255-0026_8468-294887-0005.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s1/201-122255-0026_8468-294887-0005.wav,/home/mkeller/data/librimix/Libri2Mix/wav8k/min/train-100/s2/201-122255-0026_8468-294887-0005.wav,65160
